,0,1,2,3
5384,5.0,4.58,4.26,5.0
5385,4.26,4.85,4.81,5.0
5386,4.57,0.0,5.0,5.0
5387,5.0,4.77,5.0,4.83
5388,4.67,0.39,5.0,5.0
5389,3.75,5.0,4.71,4.2
5390,5.0,4.68,5.0,5.0
5391,4.35,0.0,0.45,4.33
5392,5.0,5.0,4.26,5.0
5393,3.69,1.23,0.67,2.54
5394,4.68,0.0,5.0,5.0
5395,4.33,0.0,0.0,5.0
5396,4.8,0.32,4.47,5.0
5397,4.8,4.94,0.0,5.0
5398,4.83,0.0,5.0,4.53
5399,4.79,4.87,4.76,4.8
5400,5.0,0.0,4.66,5.0
5401,4.82,4.66,4.09,5.0
5402,5.0,5.0,3.85,5.0
5403,5.0,4.69,5.0,5.0
5404,0.0,0.04,4.82,4.55
5405,4.68,5.0,4.71,4.73
5406,5.0,5.0,4.94,5.0
5407,5.0,1.3,4.93,4.71
5408,5.0,5.0,0.0,4.65
5409,4.82,5.0,5.0,5.0
5410,4.85,4.68,4.7,5.0
5411,4.29,4.44,4.81,4.99
5412,0.0,0.16,0.41,2.9
5413,0.21,5.0,5.0,4.64
5414,0.0,0.44,0.0,0.92
5415,1.25,0.39,0.93,0.48
5416,5.0,4.97,5.0,5.0
5417,5.0,0.18,5.0,5.0
5418,0.29,0.43,0.3,3.38
5419,5.0,5.0,5.0,4.89
5420,5.0,4.67,4.8,4.99
5421,0.38,0.0,5.0,4.61
5422,5.0,0.0,5.0,0.96
5423,4.75,0.02,5.0,5.0
5424,0.0,0.0,0.66,0.27
5425,4.85,5.0,5.0,5.0
5426,4.25,5.0,5.0,4.69
5427,5.0,4.7,4.33,4.74
5428,4.94,4.41,5.0,5.0
5429,0.0,0.23,4.85,4.85
5430,0.45,4.29,2.87,5.0
5431,1.05,0.97,0.14,0.78
5432,4.3,4.76,4.89,4.51
5433,4.98,5.0,4.95,5.0
5434,0.0,0.42,0.02,2.78
5435,5.0,5.0,5.0,5.0
5436,5.0,5.0,5.0,5.0
5437,5.0,4.55,4.84,4.43
5438,5.0,5.0,5.0,4.78
5439,4.92,5.0,5.0,5.0
5440,5.0,4.96,4.74,5.0
5441,5.0,4.7,4.97,5.0
5442,4.9,5.0,4.6,5.0
5443,4.85,5.0,5.0,5.0
5444,4.69,5.0,4.89,5.0
5445,2.85,1.35,5.0,3.61
5446,0.27,0.0,0.14,0.0
5447,4.95,5.0,4.21,5.0
5448,3.99,4.72,4.43,5.0
5449,5.0,4.71,3.61,4.76
5450,5.0,5.0,4.77,4.67
5451,0.34,1.42,0.33,0.0
5452,0.3,4.07,0.0,0.0
5453,0.12,4.31,0.34,4.81
5454,0.81,4.48,0.0,4.65
5455,0.0,4.56,0.92,4.67
5456,4.52,4.92,5.0,4.25
5457,5.0,4.87,4.63,5.0
5458,4.64,5.0,4.97,4.38
5459,5.0,5.0,5.0,5.0
5460,5.0,4.94,5.0,4.78
5461,3.39,1.04,3.04,3.21
5462,4.33,5.0,5.0,5.0
5463,4.7,5.0,4.6,4.95
5464,5.0,4.97,5.0,5.0
5465,5.0,5.0,4.57,5.0
5466,4.55,3.39,5.0,4.89
5467,4.97,5.0,5.0,5.0
5468,5.0,3.77,3.84,4.89
5469,4.79,4.75,5.0,5.0
5470,5.0,4.84,4.56,4.98
5471,4.62,5.0,4.42,5.0
5472,5.0,4.32,5.0,4.43
5473,4.25,5.0,5.0,4.92
5474,5.0,4.9,4.99,3.88
5475,5.0,5.0,5.0,3.84
5476,5.0,5.0,4.85,5.0
5477,4.6,5.0,5.0,4.13
5478,4.76,5.0,4.75,4.9
5479,2.52,4.91,1.7,3.66
5480,4.32,4.89,3.82,3.92
5481,3.7,4.98,4.98,4.85
5482,1.87,3.59,3.25,2.73
5483,2.49,2.01,3.22,2.32
5484,4.12,4.93,4.8,4.73
5485,3.33,4.27,4.29,3.81
5486,4.44,4.72,4.64,3.29
5487,4.5,4.35,5.0,4.51
5488,5.0,5.0,4.36,5.0
5489,4.99,5.0,4.4,5.0
5490,3.53,5.0,4.87,5.0
5491,4.17,4.77,4.77,3.69
5492,5.0,5.0,4.52,4.66
5493,2.67,3.0,4.3,3.04
5494,0.94,5.0,5.0,1.13
5495,4.76,4.78,5.0,4.06
5496,5.0,5.0,5.0,5.0
5497,3.94,4.73,4.64,4.35
5498,5.0,3.72,4.61,3.44
5499,3.41,5.0,5.0,4.78
5500,3.79,5.0,4.88,4.01
5501,5.0,4.81,5.0,4.05
5502,4.06,5.0,4.8,4.12
5503,4.56,3.94,4.0,3.5
5504,4.57,5.0,4.64,5.0
5505,3.75,5.0,4.67,4.47
5506,5.0,4.87,4.81,4.38
5507,2.94,3.56,2.53,4.0
5508,2.78,5.0,4.26,2.05
5509,5.0,4.61,4.91,4.71
5510,4.83,5.0,4.52,4.42
5511,4.8,5.0,5.0,5.0
5512,4.15,5.0,4.66,4.81
5513,5.0,4.02,4.89,4.99
5514,5.0,5.0,4.57,5.0
5515,4.69,3.34,4.75,4.66
5516,4.73,4.93,5.0,5.0
5517,1.95,4.97,3.81,0.0
5518,4.13,5.0,3.9,4.36
5519,4.12,4.22,5.0,5.0
5520,4.65,5.0,4.92,5.0
5521,5.0,5.0,4.89,3.66
5522,4.82,5.0,5.0,5.0
5523,4.61,5.0,4.91,3.37
5524,4.01,1.28,2.79,4.64
5525,4.64,3.67,5.0,4.72
5526,5.0,4.99,4.61,4.65
5527,0.27,4.88,4.88,5.0
5528,0.55,5.0,4.77,4.54
5529,0.0,4.52,4.39,5.0
5530,0.0,5.0,3.99,3.38
5531,0.0,4.85,4.31,4.11
5532,0.0,3.93,4.93,3.2
5533,0.12,5.0,3.41,3.67
5534,0.07,5.0,5.0,5.0
5535,0.0,4.38,4.47,3.78
5536,0.0,4.17,4.09,5.0
5537,0.0,4.81,4.79,4.6
5538,0.0,4.11,3.97,3.36
5539,0.0,3.91,4.04,3.84
5540,0.25,5.0,4.76,4.12
5541,0.06,5.0,3.47,3.62
5542,0.36,2.0,0.0,0.0
5543,0.87,1.14,1.4,1.18
5544,2.14,2.9,1.04,1.23
5545,1.47,0.85,1.05,1.21
5546,0.39,0.89,0.85,1.15
5547,0.05,3.25,1.04,0.86
5548,3.66,1.11,0.66,0.77
5549,0.56,4.08,3.31,0.84
5550,1.66,1.18,0.69,0.91
5551,2.08,3.97,2.72,1.25
5552,1.69,0.98,0.95,0.52
5553,2.86,2.91,3.24,0.8
5554,1.1,2.21,1.68,0.68
5555,2.92,4.63,4.05,3.27
5556,4.97,5.0,4.35,4.99
5557,2.3,5.0,1.49,1.34
5558,0.7,4.48,2.25,0.74
5559,0.46,0.0,0.0,1.23
5560,1.24,2.64,4.47,2.58
5561,0.91,1.1,1.21,1.81
5562,0.91,0.82,0.82,0.98
5563,1.26,3.79,3.97,2.16
5564,0.4,4.89,2.04,0.93
5565,1.04,1.3,1.03,1.31
5566,0.89,0.76,0.79,1.53
5567,0.42,3.53,2.03,0.77
5568,3.09,4.11,0.5,0.89
5569,1.0,2.2,0.82,1.9
5570,0.86,1.01,0.75,1.6
5571,2.44,2.99,0.67,1.44
5572,1.19,0.92,0.94,0.94
5573,1.44,5.0,2.93,1.27
5574,4.21,4.55,3.28,3.78
5575,2.68,3.96,2.0,0.84
5576,1.57,1.25,0.24,0.79
5577,0.99,5.0,3.96,3.71
5578,4.22,5.0,4.44,4.0
5579,1.18,0.85,1.02,1.03
5580,2.11,2.71,2.11,0.79
5581,0.66,0.56,0.79,1.37
5582,0.92,3.88,4.16,1.0
5583,1.19,2.83,3.98,3.13
5584,0.85,0.71,0.52,0.71
5585,1.11,1.22,0.23,1.24
5586,0.0,0.02,0.0,0.0
5587,2.14,0.2,0.88,0.76
5588,1.52,4.78,1.44,0.59
5589,1.46,1.22,1.47,1.47
5590,2.61,2.43,0.91,1.05
5591,1.29,0.72,0.58,1.33
5592,0.96,0.72,0.77,1.11
5593,3.22,1.87,1.54,1.05
5594,0.9,0.63,1.7,0.95
5595,4.78,3.14,4.2,4.76
5596,0.21,1.68,0.71,0.76
5597,1.89,4.29,1.93,0.67
5598,0.0,0.0,0.0,0.0
5599,1.46,3.43,3.09,0.89
5600,1.27,3.3,4.07,0.78
5601,0.67,3.16,3.24,1.29
5602,0.65,2.39,1.87,0.77
5603,1.0,4.68,0.87,1.13
5604,1.17,1.24,0.71,0.96
5605,4.08,2.9,2.53,0.84
5606,0.61,0.77,0.65,0.51
5607,4.38,4.38,3.66,1.27
5608,0.5,3.38,0.83,1.14
5609,1.43,2.87,1.67,0.35
5610,1.29,2.43,0.5,1.11
5611,1.24,3.82,0.49,0.7
5612,1.69,3.2,1.6,1.77
5613,0.69,2.61,3.94,3.96
5614,1.79,1.8,1.89,2.71
5615,3.61,2.31,1.97,1.56
5616,5.0,4.41,4.25,4.64
5617,1.09,1.13,0.41,1.0
5618,0.0,0.46,0.11,0.4
5619,1.11,0.93,0.99,1.69
5620,1.34,1.43,1.03,0.72
5621,1.47,0.75,0.97,1.18
5622,1.23,4.07,1.74,0.99
5623,1.03,0.6,1.49,0.71
5624,0.0,4.38,2.71,1.42
5625,0.0,0.51,0.39,0.0
5626,0.88,0.66,0.46,0.89
5627,2.89,1.25,0.57,1.49
5628,1.14,4.47,1.17,2.33
5629,4.35,4.63,3.39,2.61
5630,4.09,4.48,4.38,4.63
5631,1.0,1.72,0.96,1.29
5632,5.0,3.95,2.91,4.8
5633,4.67,4.15,4.54,3.99
5634,1.31,1.39,1.28,0.98
5635,0.64,2.05,3.14,0.93
5636,4.27,1.44,3.94,2.77
5637,2.38,0.56,0.62,1.46
5638,2.85,0.88,2.5,3.27
5639,0.78,3.41,0.79,0.92
5640,3.78,4.97,2.19,0.74
5641,5.0,2.76,4.74,3.92
5642,1.12,1.69,1.21,1.44
5643,2.09,5.0,2.55,0.95
5644,0.54,0.89,1.21,1.02
5645,4.06,4.09,0.62,1.06
5646,2.27,3.65,2.88,0.96
5647,2.44,1.52,2.93,1.6
5648,1.05,1.05,0.9,0.46
5649,0.97,3.74,2.56,1.54
5650,3.78,3.23,2.47,0.55
5651,1.29,4.6,1.16,1.18
5652,1.48,2.85,4.83,2.92
5653,1.77,3.55,0.67,1.23
5654,1.1,1.19,1.14,0.56
5655,1.08,2.99,0.95,0.92
5656,0.9,2.98,0.7,0.46
5657,1.11,0.67,0.91,0.75
5658,1.8,2.85,0.33,1.0
5659,1.24,3.05,0.43,2.23
5660,1.3,3.67,0.95,0.95
5661,0.95,3.71,0.92,1.82
5662,1.24,3.07,0.98,1.42
5663,0.82,0.63,0.61,1.67
5664,2.07,3.84,3.61,2.12
5665,1.29,1.14,0.51,0.59
5666,4.11,5.0,4.82,0.79
5667,1.24,1.05,1.05,1.47
5668,0.07,0.0,1.11,0.22
5669,1.72,1.03,1.52,0.6
5670,3.98,0.8,2.76,2.1
5671,1.76,2.22,1.03,1.97
5672,0.52,0.88,0.0,0.0
5673,0.24,0.14,0.5,5.0
5674,1.33,2.75,0.56,1.48
5675,1.15,1.54,1.4,3.36
5676,2.85,5.0,2.36,3.27
5677,0.92,2.78,2.35,1.7
5678,1.55,3.48,1.14,1.16
5679,2.98,3.98,3.98,3.42
5680,1.18,0.59,0.9,0.47
5681,1.59,1.11,0.8,0.89
5682,4.49,5.0,0.34,0.28
5683,0.9,1.24,0.75,0.94
5684,0.88,3.64,1.34,0.66
5685,0.0,0.8,1.71,1.26
5686,1.02,2.62,2.95,1.19
5687,0.64,0.67,1.01,0.56
5688,2.81,3.24,2.26,2.93
5689,0.09,4.54,3.87,2.84
5690,1.17,1.0,1.1,0.82
5691,1.87,2.16,1.48,0.81
5692,0.85,1.95,1.08,0.95
5693,1.92,3.96,2.47,1.63
5694,0.0,3.64,1.9,1.92
5695,1.34,4.28,5.0,0.45
5696,4.85,3.82,3.74,4.09
5697,1.23,5.0,3.89,5.0
5698,4.28,2.49,3.53,4.53
5699,2.09,1.08,2.45,3.12
5700,2.89,3.37,3.34,2.45
5701,1.65,0.61,0.32,0.96
5702,4.87,4.43,4.99,4.81
5703,4.18,3.38,1.02,0.77
5704,1.77,2.97,0.85,1.26
5705,4.01,4.62,4.21,4.99
5706,1.39,2.41,1.52,1.07
5707,0.0,0.99,0.0,1.42
5708,2.77,3.87,1.47,1.19
5709,0.68,4.03,2.2,2.47
5710,3.9,4.11,2.59,2.33
5711,0.95,3.44,0.5,2.36
5712,3.0,4.13,2.55,1.57
5713,3.09,3.06,0.66,1.41
5714,1.35,0.91,1.27,0.7
5715,5.0,4.61,2.51,2.18
5716,3.78,3.72,1.27,3.03
5717,1.97,0.48,1.08,1.22
5718,4.06,5.0,0.54,1.05
5719,0.0,5.0,4.89,4.62
5720,0.95,0.84,1.16,0.72
5721,0.84,0.0,0.57,0.78
5722,0.71,1.47,1.64,0.99
5723,0.68,1.44,0.41,1.55
5724,1.3,3.16,2.95,2.09
5725,4.22,4.62,4.13,1.31
5726,1.35,4.15,2.02,0.95
5727,2.05,2.76,3.87,0.83
5728,0.86,1.3,0.96,1.09
5729,1.94,3.23,3.0,1.36
5730,2.41,5.0,1.44,1.35
5731,1.06,5.0,1.56,1.17
5732,3.24,5.0,5.0,1.44
5733,0.42,1.1,1.04,1.16
5734,1.66,0.79,1.04,1.06
5735,0.0,0.2,0.1,0.2
5736,1.17,1.47,0.15,0.6
5737,2.16,5.0,3.51,2.09
5738,0.98,2.58,0.0,1.31
5739,3.36,3.12,1.38,0.27
5740,0.09,3.39,2.28,2.85
5741,4.55,5.0,5.0,4.83
5742,1.36,1.13,1.25,1.06
5743,5.0,5.0,5.0,5.0
5744,1.24,0.0,2.71,2.53
5745,1.3,5.0,3.83,3.29
5746,0.88,2.62,2.45,1.44
5747,0.88,4.99,4.93,4.06
5748,1.24,3.82,1.92,2.02
5749,2.09,3.43,2.34,1.72
5750,0.9,4.63,3.22,2.66
5751,0.04,1.22,3.2,0.0
5752,0.85,0.64,0.84,0.59
5753,2.94,4.99,2.25,0.79
5754,4.16,5.0,5.0,5.0
5755,0.12,0.07,1.99,3.27
5756,3.01,0.15,0.15,2.39
5757,4.27,5.0,5.0,5.0
5758,0.95,1.54,0.98,0.79
5759,3.94,1.45,0.78,0.9
5760,0.95,4.18,2.44,0.89
5761,5.0,5.0,4.92,4.66
5762,2.34,3.76,2.18,2.22
5763,0.62,0.7,2.04,2.29
5764,5.0,4.7,4.62,4.49
5765,0.97,1.91,1.37,0.75
5766,4.69,4.08,5.0,4.94
5767,4.26,3.7,2.8,1.99
5768,5.0,4.45,5.0,4.3
5769,1.16,3.28,3.22,0.45
5770,0.68,2.95,0.35,2.61
5771,5.0,5.0,5.0,5.0
5772,5.0,3.68,5.0,4.66
5773,3.79,1.17,1.17,0.85
5774,0.0,0.0,0.0,0.0
5775,0.0,0.03,0.0,0.64
5776,5.0,3.99,2.98,1.91
5777,3.03,4.48,3.26,2.69
5778,4.62,1.03,1.07,1.14
5779,5.0,3.47,5.0,4.43
5780,4.96,3.46,4.12,0.51
5781,2.6,1.2,0.44,1.85
5782,0.0,3.15,1.3,0.46
5783,5.0,1.45,1.6,4.34
5784,1.43,4.0,1.41,1.12
5785,1.12,1.42,0.78,0.75
5786,4.8,5.0,4.93,5.0
5787,1.51,1.58,1.57,0.6
5788,1.4,0.0,1.02,1.04
5789,0.19,3.32,0.9,1.41
5790,3.06,4.46,1.81,0.71
5791,2.06,5.0,3.91,3.43
5792,5.0,3.26,3.51,2.03
5793,0.0,5.0,1.28,0.0
5794,4.61,5.0,4.9,5.0
5795,0.0,0.0,0.2,0.24
5796,0.0,0.0,1.08,0.37
5797,2.82,4.56,4.01,1.67
5798,5.0,4.9,5.0,4.96
5799,0.28,4.14,1.61,2.34
5800,0.47,4.98,0.99,2.91
5801,5.0,4.65,4.88,5.0
5802,0.46,3.42,1.89,1.99
5803,5.0,5.0,4.31,5.0
5804,0.19,0.0,0.0,0.0
5805,4.04,5.0,5.0,1.1
5806,4.53,5.0,5.0,4.65
5807,5.0,5.0,4.32,5.0
5808,5.0,5.0,4.93,5.0
5809,1.43,1.35,0.8,1.09
5810,0.0,5.0,0.0,1.21
5811,2.88,4.34,2.43,0.8
5812,0.96,1.03,0.87,1.48
5813,0.0,4.61,1.0,3.21
5814,0.0,4.65,4.95,4.79
5815,4.01,2.89,4.1,4.26
5816,4.22,4.66,4.55,2.02
5817,5.0,5.0,5.0,4.44
5818,0.0,1.18,0.0,0.38
5819,2.08,4.94,2.26,2.12
5820,5.0,5.0,5.0,4.32
5821,4.55,4.64,3.96,4.7
5822,1.93,0.97,0.76,1.88
5823,2.62,4.21,3.38,2.57
5824,5.0,5.0,0.26,3.92
5825,1.97,0.73,2.36,2.95
5826,0.22,0.15,0.9,0.87
5827,0.06,0.0,0.8,1.09
5828,5.0,5.0,4.71,4.55
5829,1.05,2.98,2.1,0.74
5830,0.92,4.19,3.28,2.48
5831,1.49,4.66,3.35,2.23
5832,1.11,4.65,3.05,3.44
5833,5.0,4.93,5.0,5.0
5834,2.47,1.08,1.35,1.3
5835,5.0,5.0,4.61,0.1
5836,0.77,0.64,0.0,0.04
5837,4.57,5.0,5.0,4.45
5838,4.87,5.0,4.86,4.85
5839,0.35,0.08,0.0,0.95
5840,1.45,0.7,1.3,1.72
5841,5.0,4.85,3.95,5.0
5842,0.3,0.0,0.0,2.79
5843,4.15,4.93,5.0,4.9
5844,1.03,1.84,0.98,0.47
5845,2.77,4.82,4.3,1.87
5846,4.41,3.94,4.54,4.97
5847,4.65,4.2,5.0,4.81
5848,4.65,5.0,5.0,4.45
5849,1.6,0.87,1.44,1.33
5850,4.25,5.0,4.78,5.0
5851,5.0,4.23,5.0,4.67
5852,0.01,4.76,5.0,4.64
5853,0.0,0.61,0.72,1.39
5854,0.56,5.0,4.97,2.32
5855,1.16,1.49,2.13,3.27
5856,2.77,4.14,1.33,4.21
5857,0.0,5.0,0.05,0.0
5858,0.0,0.0,0.69,0.0
5859,4.64,5.0,5.0,5.0
5860,1.4,4.21,2.05,1.27
5861,4.85,4.33,3.78,1.44
5862,5.0,4.52,5.0,5.0
5863,0.56,0.72,0.8,1.79
5864,1.16,1.4,0.88,1.09
5865,4.98,4.4,4.92,4.82
5866,4.22,5.0,4.75,4.73
5867,1.3,1.33,0.46,3.6
5868,1.46,4.95,5.0,0.82
5869,0.0,3.88,3.48,5.0
5870,1.1,1.67,1.38,0.81
5871,0.94,0.88,0.81,0.98
5872,0.0,0.42,0.43,0.0
5873,0.65,2.09,2.79,1.67
5874,0.0,5.0,4.99,0.41
5875,5.0,5.0,4.75,4.96
5876,4.58,4.95,5.0,0.0
5877,4.83,5.0,5.0,3.9
5878,4.9,5.0,4.6,5.0
5879,0.74,0.53,0.02,0.0
5880,4.76,5.0,5.0,4.79
5881,4.5,5.0,5.0,5.0
5882,4.68,5.0,4.65,5.0
5883,4.82,4.83,4.66,0.0
5884,0.49,5.0,5.0,0.0
5885,5.0,4.6,4.75,0.2
5886,5.0,5.0,4.95,4.8
5887,5.0,5.0,5.0,4.69
5888,3.66,5.0,4.15,3.9
5889,0.21,5.0,5.0,0.0
5890,0.0,4.09,0.0,4.79
5891,0.0,0.1,0.0,4.8
5892,3.85,4.84,4.48,4.47
5893,2.13,5.0,3.34,1.53
5894,4.5,5.0,4.0,4.03
5895,5.0,4.38,4.59,4.9
5896,5.0,5.0,5.0,5.0
5897,4.02,4.96,3.84,4.45
5898,0.17,5.0,0.0,0.1
5899,5.0,4.44,4.97,4.85
5900,3.9,5.0,4.34,4.75
5901,4.81,4.89,4.95,4.71
5902,4.81,4.63,5.0,5.0
5903,4.89,3.85,5.0,5.0
5904,2.27,3.54,3.17,1.41
5905,5.0,5.0,5.0,5.0
5906,2.83,5.0,2.71,2.67
5907,2.07,2.94,1.08,1.8
5908,5.0,0.99,1.03,0.75
5909,0.0,4.28,0.0,3.64
5910,4.87,4.47,4.35,3.95
5911,4.67,5.0,3.78,5.0
5912,5.0,4.72,4.88,5.0
5913,4.7,4.37,3.5,5.0
5914,2.32,0.54,1.06,2.75
5915,4.69,4.87,4.93,4.83
5916,0.37,1.28,1.13,1.0
5917,4.72,4.02,5.0,4.81
5918,5.0,4.79,5.0,4.75
5919,4.8,5.0,4.91,4.78
5920,5.0,5.0,4.95,4.63
5921,4.65,4.82,4.36,4.74
5922,1.57,5.0,5.0,1.65
5923,4.4,5.0,4.28,5.0
5924,0.94,0.9,0.98,1.24
5925,3.39,5.0,4.65,4.92
5926,3.54,5.0,2.95,4.9
5927,4.09,4.31,4.74,4.5
5928,4.78,5.0,4.18,4.86
5929,5.0,5.0,4.63,4.08
5930,5.0,5.0,5.0,5.0
5931,2.12,3.21,1.26,1.12
5932,2.74,4.92,4.29,4.24
5933,2.83,5.0,3.48,3.65
5934,3.81,5.0,4.79,5.0
5935,3.74,4.99,3.94,5.0
5936,2.13,4.1,3.1,0.47
5937,2.7,3.45,1.79,4.05
5938,3.25,4.54,0.74,0.99
5939,5.0,5.0,5.0,5.0
5940,5.0,5.0,5.0,5.0
5941,0.82,1.94,0.63,0.88
5942,2.27,3.52,2.72,1.23
5943,5.0,0.0,5.0,4.47
5944,4.87,5.0,5.0,4.85
5945,0.47,0.57,1.37,0.93
5946,0.0,5.0,0.05,0.09
5947,4.3,4.99,3.98,5.0
5948,5.0,3.94,4.4,5.0
5949,1.76,4.11,2.01,0.7
5950,4.65,4.26,4.95,4.79
5951,4.92,3.7,5.0,4.38
5952,1.03,1.05,0.87,0.82
5953,0.57,0.0,1.63,1.06
5954,3.0,4.1,1.97,0.84
5955,4.66,4.94,5.0,4.79
5956,0.0,4.48,4.2,4.78
5957,3.62,3.89,3.83,4.51
5958,5.0,4.86,5.0,5.0
5959,1.28,0.0,0.57,1.62
5960,2.85,1.68,1.34,0.68
5961,4.39,4.52,5.0,5.0
5962,4.99,5.0,5.0,4.64
5963,4.96,4.69,4.98,3.29
5964,4.79,5.0,5.0,4.17
5965,0.0,5.0,3.98,0.29
5966,4.96,4.88,5.0,4.57
5967,4.79,4.08,3.03,0.82
5968,5.0,4.17,4.64,4.86
5969,3.33,2.74,1.25,0.25
5970,4.5,5.0,4.87,5.0
5971,5.0,5.0,5.0,4.87
5972,5.0,4.52,3.67,3.3
5973,5.0,4.78,4.63,4.99
5974,3.41,1.54,1.52,0.68
5975,3.06,0.85,0.89,1.34
5976,0.69,4.1,0.97,0.39
5977,0.09,0.0,0.86,1.24
5978,0.0,0.39,0.0,0.0
5979,0.0,0.5,0.0,0.75
5980,0.0,3.21,0.89,0.61
5981,0.0,0.0,0.0,0.23
5982,5.0,4.94,4.85,4.97
5983,3.77,4.9,3.98,5.0
5984,4.66,4.83,4.53,5.0
5985,5.0,4.7,3.82,4.39
5986,4.26,5.0,5.0,5.0
5987,0.82,4.2,5.0,2.9
5988,0.0,0.12,0.0,0.0
5989,5.0,4.51,4.91,4.11
5990,1.16,5.0,2.21,1.43
5991,5.0,5.0,4.21,4.35
5992,1.81,0.0,0.0,0.06
5993,3.47,5.0,4.3,5.0
5994,5.0,4.8,4.65,5.0
5995,4.88,5.0,5.0,5.0
5996,0.0,3.74,0.0,0.81
5997,3.15,4.85,1.17,1.14
5998,0.0,0.57,0.0,0.0
5999,1.6,4.93,2.27,0.66
6000,0.68,3.92,0.8,0.78
6001,4.76,4.76,4.87,5.0
6002,4.92,2.89,1.72,0.38
6003,4.88,5.0,4.32,5.0
6004,0.0,4.23,5.0,4.78
6005,4.85,4.43,5.0,5.0
6006,5.0,5.0,4.11,4.85
6007,3.67,1.1,2.69,3.36
6008,0.0,0.56,0.52,0.11
6009,5.0,5.0,5.0,5.0
6010,1.36,4.82,0.67,1.04
6011,4.15,4.58,5.0,4.54
6012,5.0,5.0,5.0,4.98
6013,1.25,0.17,0.86,1.51
6014,4.57,4.4,4.17,3.8
6015,4.86,4.61,5.0,5.0
6016,0.94,3.43,0.14,0.72
6017,5.0,4.84,4.92,5.0
6018,1.0,3.21,2.28,0.96
6019,4.82,5.0,4.6,5.0
6020,5.0,5.0,3.61,5.0
6021,4.78,3.88,5.0,5.0
6022,0.0,0.0,2.34,2.4
6023,4.96,4.72,5.0,5.0
6024,4.38,4.93,5.0,5.0
6025,4.55,5.0,4.16,3.86
6026,5.0,5.0,4.87,5.0
6027,5.0,1.21,3.4,3.1
6028,4.88,5.0,4.27,4.06
6029,5.0,4.8,5.0,2.93
6030,0.0,5.0,0.0,1.86
6031,0.43,4.51,4.3,3.7
6032,4.74,5.0,4.63,4.63
6033,4.75,4.95,4.07,4.87
6034,0.0,0.0,1.34,0.14
6035,5.0,5.0,5.0,5.0
6036,0.0,1.0,2.87,0.71
6037,4.54,4.28,5.0,1.83
6038,4.25,5.0,4.87,3.77
6039,5.0,5.0,5.0,4.55
6040,5.0,5.0,5.0,0.0
6041,3.53,4.56,4.87,4.79
6042,1.56,4.22,3.91,2.36
6043,0.34,5.0,4.38,3.29
6044,4.85,4.93,4.84,4.84
6045,4.41,5.0,4.5,5.0
6046,4.64,5.0,0.0,4.74
6047,5.0,4.6,5.0,4.84
6048,5.0,4.94,5.0,4.04
6049,3.84,5.0,3.96,3.99
6050,5.0,5.0,5.0,4.32
6051,3.83,3.97,1.61,2.26
6052,4.77,5.0,4.17,3.95
6053,3.22,4.79,4.64,4.84
6054,3.77,4.2,2.87,1.11
6055,4.57,4.83,4.84,3.73
6056,4.71,5.0,3.71,4.93
6057,0.11,0.0,1.27,1.51
6058,0.04,0.0,0.19,0.07
6059,4.92,5.0,4.78,5.0
6060,0.11,5.0,5.0,5.0
6061,4.32,5.0,5.0,4.79
6062,4.81,4.32,5.0,5.0
6063,3.83,4.73,5.0,5.0
6064,4.59,4.8,5.0,4.46
6065,4.68,4.6,0.87,3.93
6066,3.22,5.0,4.4,4.11
6067,4.58,5.0,4.34,5.0
6068,0.29,5.0,3.94,1.45
6069,0.87,1.16,0.8,1.16
6070,4.53,4.96,5.0,5.0
6071,0.0,0.0,0.0,0.83
6072,4.58,4.59,5.0,4.77
6073,4.92,4.95,4.84,4.67
6074,5.0,4.92,5.0,4.85
6075,4.86,5.0,5.0,4.86
6076,0.0,4.76,4.76,4.45
6077,4.93,4.72,4.93,4.14
6078,5.0,5.0,5.0,4.81
6079,5.0,4.8,2.75,4.9
6080,5.0,4.98,4.07,3.54
6081,2.89,0.0,0.16,0.22
6082,4.09,5.0,3.96,4.13
6083,0.33,5.0,5.0,0.0
6084,4.88,4.54,5.0,5.0
6085,5.0,4.94,4.86,5.0
6086,4.99,5.0,4.71,4.5
6087,0.55,0.31,0.0,0.54
6088,3.63,5.0,4.91,5.0
6089,0.0,5.0,3.29,5.0
6090,5.0,5.0,4.81,5.0
6091,5.0,5.0,4.83,4.68
6092,1.21,4.9,1.56,2.58
6093,0.4,4.66,0.0,5.0
6094,5.0,5.0,4.53,5.0
6095,5.0,5.0,5.0,4.55
6096,5.0,3.64,4.29,3.59
6097,5.0,4.5,5.0,5.0
6098,5.0,4.98,4.68,4.7
6099,4.61,4.84,4.74,4.98
6100,4.67,5.0,4.92,5.0
6101,5.0,4.79,2.75,3.87
6102,1.66,1.05,0.52,0.51
6103,4.65,5.0,3.25,4.12
6104,2.98,3.23,2.33,3.83
6105,4.9,4.86,5.0,3.58
6106,5.0,4.81,5.0,5.0
6107,5.0,4.77,4.94,5.0
6108,5.0,5.0,4.89,4.77
6109,4.15,5.0,3.58,4.8
6110,4.71,5.0,4.38,5.0
6111,2.85,4.82,4.4,5.0
6112,5.0,4.93,4.58,5.0
6113,5.0,4.52,5.0,4.79
6114,4.2,5.0,4.26,4.52
6115,4.74,4.56,4.67,4.81
6116,1.13,4.87,3.35,2.4
6117,4.86,5.0,4.86,5.0
6118,1.26,4.49,0.58,0.5
6119,0.0,3.97,0.0,2.66
